m,v,d,tt,tp,ike,cu,e,lambda,AB
0.1,5,0.04,-4.054739307629741,-2.9178827383567474,0.22314355131420976,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265
0.2,10,0.08,-3.884407838395173,-2.2491580766111934,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188
0.2,10,0.04,-2.997333554920965,-1.39940391707361,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.1,20,0.04,-3.802272141469027,-1.618337395621133,2.995732273553991,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.1,20,0.08,-3.8332118250038563,-1.902413973346991,2.995732273553991,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188
0.2,5,0.04,-3.5092281258758606,-2.478797349623823,0.9162907318741551,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265
0.5,10,0.04,-3.597942459121834,-1.9139542222140475,3.2188758248682006,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.2,10,0.04,-4.706096104578052,-2.869416853549776,2.302585092994046,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094
0.5,5,0.04,-3.9424822129128545,-2.8137441056612738,1.8325814637483102,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854
0.1,20,0.04,-4.411249493350785,-2.1164707379613947,2.995732273553991,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.5,20,0.08,-4.472389074754273,-2.0677975962967894,4.605170185988092,2.302585092994046,6.907755278982137,-1.6094379124341003,1.3270514426433548
0.5,5,0.04,-3.9424822129128545,-2.8137441056612738,1.8325814637483102,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854
0.5,15,0.08,-3.858482238500116,-1.8165112835708155,4.029806041084529,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738
0.2,15,0.04,-3.6067466245754143,-1.5870112798725438,3.1135153092103742,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854
0.2,20,0.04,-3.39203944387739,-1.1507733278583585,3.6888794541139363,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854
0.5,10,0.04,-3.1172221711417007,-1.4566824912419125,3.2188758248682006,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854
0.2,20,0.08,-4.611188258313654,-2.262288036229509,3.6888794541139363,1.6094379124341003,6.907755278982137,-1.6094379124341003,1.0393693701915738
0.2,10,0.04,-4.072191757580967,-2.3619105590788605,2.302585092994046,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738
0.2,15,0.04,-3.776618368421943,-1.72912275538008,3.1135153092103742,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192
0.5,20,0.08,-4.15664558841948,-1.8279422415998852,4.605170185988092,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192
0.5,10,0.04,-4.688551794927142,-2.848140197281134,3.2188758248682006,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192
0.5,15,0.08,-3.9932330608536892,-1.92502575413959,4.029806041084529,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192
0.5,15,0.08,-3.9932330608536892,-1.92502575413959,4.029806041084529,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192
0.2,20,0.04,-3.583438941655939,-1.302865393302289,3.6888794541139363,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738
0.5,15,0.04,-4.1092551749578545,-2.010214031056133,4.029806041084529,3.2188758248682006,7.824046010856292,-2.3025850929940455,1.5501949939575645
0.2,10,0.08,-3.7661925572166064,-2.159975036436319,2.302585092994046,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265
0.1,5,0.04,-3.9633162998156966,-2.8405078846444036,0.22314355131420976,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719
0.5,5,0.04,-2.0396056331826364,-1.0814720258505206,1.8325814637483102,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.1,5,0.04,-3.5906644066169813,-2.5699417989845807,0.22314355131420976,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.2,5,0.04,-2.959207498871619,-1.9884461115799044,0.9162907318741551,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.2,10,0.04,-2.437717766985542,-0.9369323109920202,2.302585092994046,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.2,10,0.08,-3.7661925572166064,-2.159975036436319,2.302585092994046,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265
0.5,10,0.08,-2.7598699498320065,-1.2565019497822223,3.2188758248682006,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265
0.5,5,0.04,-2.442537053421491,-1.4708418668438428,1.8325814637483102,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719
0.1,5,0.04,-3.9633162998156966,-2.8405078846444036,0.22314355131420976,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719
0.1,5,0.04,-3.5906644066169813,-2.5699417989845807,0.22314355131420976,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.2,20,0.04,-4.330573353084966,-1.9882416155887739,3.6888794541139363,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738
0.2,15,0.04,-3.524043211661001,-1.4972169833196347,3.1135153092103742,2.302585092994046,7.600902459542082,0.0,1.0393693701915738
0.2,10,0.04,-3.7942399697717626,-2.1159727547829346,2.302585092994046,2.302585092994046,7.600902459542082,0.0,1.0393693701915738
0.5,15,0.04,-3.776618368421943,-1.698990697886413,4.029806041084529,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738
0.2,10,0.04,-4.806063128367481,-2.955204722377923,2.302585092994046,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738
0.2,20,0.04,-3.339349978336075,-1.09618324119405,3.6888794541139363,2.302585092994046,7.600902459542082,0.0,1.0393693701915738
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738
0.5,15,0.04,-2.697703909048066,-0.673697556738632,4.029806041084529,2.302585092994046,7.600902459542082,0.0,1.0393693701915738
0.5,20,0.04,-3.172469452054045,-0.8612061335706027,4.605170185988092,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738
0.1,15,0.04,-4.081625789814326,-2.048004892047382,2.4203681286504293,2.302585092994046,7.600902459542082,0.0,1.0393693701915738
0.2,15,0.04,-5.014643315493794,-2.8031304073524796,3.1135153092103742,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.2,20,0.04,-4.108037889354104,-1.7506098483831658,3.6888794541139363,3.2188758248682006,8.517193191416238,0.0,1.955660102065729
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.5,15,0.04,-4.260163046917041,-2.146573288990452,4.029806041084529,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.5,15,0.04,-4.260163046917041,-2.146573288990452,4.029806041084529,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.2,15,0.04,-4.294748626566821,-2.1941253847985465,3.1135153092103742,3.2188758248682006,8.517193191416238,0.0,1.955660102065729
0.5,15,0.04,-4.587330267859761,-2.439688572215871,4.029806041084529,3.2188758248682006,8.517193191416238,-1.6094379124341003,1.955660102065729
0.2,15,0.04,-5.014643315493794,-2.8031304073524796,3.1135153092103742,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192
0.5,15,0.04,-2.8231244089476752,-0.7873963234630617,4.029806041084529,2.302585092994046,8.517193191416238,0.0,1.7325165507515192
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674
0.5,15,0.04,-4.7239537219780585,-2.5666027235182276,4.029806041084529,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674
0.2,15,0.04,-5.339139361068292,-3.0708869471547513,3.1135153092103742,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674
0.5,10,0.04,-4.898199864766467,-3.016261564806484,3.2188758248682006,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674
0.2,15,0.04,-5.14645501723879,-2.8853364563316255,3.1135153092103742,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674
0.5,10,0.04,-3.904054835778969,-2.1904714312435876,3.2188758248682006,3.2188758248682006,9.433483923290392,0.0,2.648807282625674
0.5,15,0.04,-3.649658740960655,-1.5598290358820845,4.029806041084529,3.2188758248682006,9.433483923290392,0.0,2.648807282625674
0.2,20,0.04,-4.958992060944417,-2.524679195172684,3.6888794541139363,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.2,10,0.08,-3.884407838395173,-2.2491580766111934,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188
0.5,5,0.04,-2.0396056331826364,-1.0814720258505206,1.8325814637483102,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.5,10,0.08,-2.8640025028760965,-1.36323429992886,3.2188758248682006,0.0,4.605170185988092,-1.6094379124341003,-0.9755336503506908
0.2,5,0.04,-2.316481198186157,-1.3839131983394977,0.9162907318741551,0.0,6.214608098422191,0.0,-0.5700685422425265
0.2,5,0.04,-3.127208636342377,-2.132842318406951,0.9162907318741551,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265
0.2,5,0.04,-2.772588722239781,-1.829261979337968,0.9162907318741551,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.1,20,0.08,-3.8332118250038563,-1.902413973346991,2.995732273553991,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188
0.2,5,0.04,-2.959207498871619,-1.9884461115799044,0.9162907318741551,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719
0.5,10,0.08,-2.7598699498320065,-1.2565019497822223,3.2188758248682006,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265
0.2,10,0.04,-2.997333554920965,-1.39940391707361,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265
0.5,10,0.04,-3.302257433807252,-1.6185997542264867,3.2188758248682006,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738
0.2,10,0.04,-3.9170355472516905,-2.23765914691521,2.302585092994046,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854
0.1,10,0.04,-3.6581562814710957,-2.0406516905650425,1.6094379124341003,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586
0.5,20,0.08,-3.507892120333118,-1.3203568190686121,4.605170185988092,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094
0.5,15,0.08,-3.085219440055527,-1.189570352682162,4.029806041084529,1.6094379124341003,6.214608098422191,0.0,0.6339042620834094
0.2,10,0.04,-3.077810384589598,-1.465943812795371,2.302585092994046,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586
0.5,5,0.04,-4.083998270167957,-2.905233650746888,1.8325814637483102,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.0393693701915738
0.1,15,0.04,-4.336670932953084,-2.2771512917372356,2.4203681286504293,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738
0.5,20,0.08,-3.507892120333118,-1.3203568190686121,4.605170185988092,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094
0.1,20,0.04,-4.300630996469888,-2.015033028992997,2.995732273553991,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854
0.2,20,0.08,-4.29768548624013,-2.056350210456438,3.6888794541139363,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738
0.1,15,0.04,-5.2103064892253235,-2.9789931575497146,2.4203681286504293,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192
0.5,20,0.08,-3.473123121233744,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982137,0.0,1.3270514426433548
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192
0.5,15,0.04,-3.9696521182647824,-1.8773173575897015,4.029806041084529,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738
0.2,15,0.04,-3.6260924660151717,-1.5869135023554282,3.1135153092103742,2.302585092994046,8.517193191416238,0.0,1.7325165507515192
0.5,10,0.04,-2.8982426522767337,-1.2365648689265953,3.2188758248682006,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
0.5,20,0.08,-3.473123121233744,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982137,0.0,1.3270514426433548
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192
0.5,15,0.04,-2.5549000216085354,-0.5400965341190486,4.029806041084529,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
0.5,20,0.08,-4.472389074754273,-2.0677975962967894,4.605170185988092,2.302585092994046,6.907755278982137,-1.6094379124341003,1.3270514426433548
0.5,20,0.04,-4.147745338949216,-1.790456318697663,4.605170185988092,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645
0.2,15,0.04,-5.339139361068292,-3.0708869471547513,3.1135153092103742,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674
0.5,15,0.04,-4.390058806371146,-2.277892480403674,4.029806041084529,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674
0.2,15,0.04,-4.194385916402327,-2.112130036303369,3.1135153092103742,3.2188758248682006,7.824046010856292,0.0,1.5501949939575645
0.2,15,0.04,-4.194385916402327,-2.112130036303369,3.1135153092103742,3.2188758248682006,7.824046010856292,0.0,1.5501949939575645
0.5,20,0.04,-4.3708888902634255,-1.987453236834165,4.605170185988092,3.2188758248682006,8.517193191416238,-1.6094379124341003,1.955660102065729
0.5,10,0.04,-4.399783356263141,-2.625714739184182,3.2188758248682006,3.2188758248682006,7.824046010856292,-2.3025850929940455,1.5501949939575645
0.5,15,0.04,-4.390058806371146,-2.277892480403674,4.029806041084529,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729
0.1,15,0.04,-3.6156289923743437,-1.670760277616832,2.4203681286504293,1.6094379124341003,7.824046010856292,0.0,1.0393693701915738
0.5,5,0.04,-1.3293848671468107,-0.33269059604587886,1.8325814637483102,0.0,6.214608098422191,0.0,-0.5700685422425265
0.1,10,0.04,-3.6581562814710957,-2.0406516905650425,1.6094379124341003,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674
0.5,20,0.08,-3.632121120295327,-1.3966841485199437,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644
0.5,15,0.04,-2.8231244089476752,-0.7873963234630617,4.029806041084529,2.302585092994046,8.517193191416238,0.0,1.7325165507515192
0.5,10,0.04,-3.824928298577212,-2.114182065884223,3.2188758248682006,3.2188758248682006,8.517193191416238,0.0,1.955660102065729
0.2,20,0.04,-3.339349978336075,-1.09618324119405,3.6888794541139363,2.302585092994046,7.600902459542082,0.0,1.0393693701915738
0.2,10,0.04,-3.695300021916859,-2.0228646302129585,2.302585092994046,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
0.5,20,0.04,-3.3104430183936913,-0.973358561581676,4.605170185988092,3.2188758248682006,8.517193191416238,0.0,1.955660102065729
0.5,10,0.04,-2.8982426522767337,-1.2365648689265953,3.2188758248682006,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.1,10,0.04,-3.249335032352909,-1.704584105684955,1.6094379124341003,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.2,20,0.04,-4.0085339058089895,-1.6853043528642242,3.6888794541139363,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.2,10,0.08,-3.379044577021022,-1.923272329032814,2.302585092994046,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265
0.5,20,0.08,-3.6542848093494373,-1.4118337321089889,4.605170185988092,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738
0.2,15,0.04,-3.402197881995739,-1.4176611968693906,3.1135153092103742,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.1,10,0.04,-3.249335032352909,-1.704584105684955,1.6094379124341003,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192
0.5,10,0.04,-4.898199864766467,-3.016261564806484,3.2188758248682006,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674
0.1,15,0.08,-3.8971343929343956,-2.113751452584868,2.4203681286504293,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265
0.1,20,0.04,-4.300630996469888,-2.015033028992997,2.995732273553991,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854
0.5,10,0.08,-3.061872076058536,-1.4979323165165601,3.2188758248682006,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265
0.5,5,0.04,-3.7722610630529876,-2.692550937655286,1.8325814637483102,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586
0.1,5,0.04,-3.7550192566184815,-2.729866454383106,0.22314355131420976,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362
0.2,20,0.04,-4.330573353084966,-1.9882416155887739,3.6888794541139363,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738
0.5,20,0.08,-4.15664558841948,-1.8279422415998852,4.605170185988092,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192
0.5,20,0.04,-3.7422802308410517,-1.3901578146546134,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192
0.5,10,0.04,-4.815891217303744,-2.9433675533481285,3.2188758248682006,3.2188758248682006,8.517193191416238,-1.6094379124341003,1.955660102065729
0.1,15,0.04,-5.2103064892253235,-2.9789931575497146,2.4203681286504293,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192
0.2,10,0.04,-2.502989157338766,-0.9963301062199137,2.302585092994046,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362
0.5,5,0.04,-1.7610750870970602,-0.8173779583015125,1.8325814637483102,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.1,5,0.04,-3.7550192566184815,-2.729866454383106,0.22314355131420976,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362
0.1,5,0.04,-3.7550192566184815,-2.729866454383106,0.22314355131420976,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362
0.2,10,0.04,-2.2379215796683236,-0.7799345826338292,2.302585092994046,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.2,5,0.04,-2.772588722239781,-1.829261979337968,0.9162907318741551,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.2,5,0.04,-2.772588722239781,-1.829261979337968,0.9162907318741551,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.2,5,0.04,-2.033168829349157,-1.1424513299000985,0.9162907318741551,0.0,4.605170185988092,0.0,-1.6686808309106362
0.1,10,0.04,-2.87316072116581,-1.4432118628050323,1.6094379124341003,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.2,10,0.04,-2.2379215796683236,-0.7799345826338292,2.302585092994046,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362
0.5,5,0.04,-3.486755270023802,-2.4422150440804375,1.8325814637483102,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.2,10,0.04,-4.054739307629741,-2.3795957353602946,2.302585092994046,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586
0.1,20,0.04,-4.067507908268541,-1.838172062061555,2.995732273553991,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586
0.1,15,0.04,-4.022954566135428,-2.0286267617620752,2.4203681286504293,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.2,10,0.04,-3.7567301210221107,-2.0931024281377186,2.302585092994046,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.2,15,0.04,-3.6840909373821393,-1.6744245339536534,3.1135153092103742,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586
0.1,20,0.04,-4.067507908268541,-1.838172062061555,2.995732273553991,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586
0.5,10,0.04,-2.200570167587316,-0.5928892610316869,3.2188758248682006,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586
0.5,10,0.04,-2.200570167587316,-0.5928892610316869,3.2188758248682006,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586
0.2,10,0.04,-4.054739307629741,-2.3795957353602946,2.302585092994046,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586
0.1,20,0.04,-3.802272141469027,-1.618337395621133,2.995732273553991,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586
0.2,15,0.04,-3.3991993789994823,-1.390945159335318,3.1135153092103742,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
0.2,20,0.08,-4.520829037554341,-2.1972885793843067,3.6888794541139363,1.6094379124341003,6.214608098422191,-1.6094379124341003,0.6339042620834094
0.2,15,0.04,-3.3991993789994823,-1.390945159335318,3.1135153092103742,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
0.5,20,0.08,-3.7801179345482074,-1.551319959099452,4.605170185988092,1.6094379124341003,6.214608098422191,-1.6094379124341003,0.6339042620834094
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.2,20,0.04,-3.8148962946974234,-1.5248945785588506,3.6888794541139363,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094
0.2,10,0.04,-4.706096104578052,-2.869416853549776,2.302585092994046,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094
0.5,20,0.04,-3.2253970418584665,-0.9098813161334164,4.605170185988092,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094
0.5,15,0.04,-2.5549000216085354,-0.5400965341190486,4.029806041084529,2.302585092994046,6.907755278982137,0.0,0.6339042620834094
